abt_inmate_id,sex,admtype,offgeneral,admit_year,release_year,race,ageadmit,agerelease,reltype,state
A112021000001567833,1,1,1,2003,2020,2,9,9,2,11
A112021000000223524,1,1,3,2020,2020,2,9,9,9,11
A112021000000014773,1,1,1,2005,2020,2,9,9,1,11
A112021000001633965,1,1,4,2019,2020,2,9,9,1,11
A112021000001226252,1,1,1,2003,2020,2,9,9,1,11
A112021000000282286,1,2,3,2019,2020,2,9,9,2,11
A112021000000448863,1,2,1,2019,2020,2,9,9,2,11
A112021000001654076,1,1,1,2016,2020,2,9,9,1,11
A112021000001373506,1,2,1,2018,2020,2,9,9,2,11
A112021000001295872,1,1,3,2020,2020,2,9,9,2,11
A112021000001184016,1,2,3,2019,2020,2,9,9,2,11
A112021000001136977,1,1,1,2009,2020,2,9,9,1,11
A112021000000407167,1,1,2,2015,2020,2,9,9,1,11
A112021000000268257,1,1,3,2017,2020,2,9,9,1,11
A112021000001534554,1,1,1,2003,2020,2,9,9,1,11
A112021000000178964,1,1,1,2019,2020,2,9,9,1,11
A112021000000402941,1,1,3,2018,2020,2,9,9,1,11
A112021000000757474,1,1,2,2012,2020,2,9,9,1,11
A112021000000191405,1,2,1,2019,2020,2,9,9,1,11
A112021000000084405,1,1,3,2012,2020,2,9,9,2,11
A112021000000188719,1,1,1,2017,2020,2,9,9,9,11
A112021000000431410,1,2,2,2019,2020,2,9,9,1,11
A112021000001047416,1,1,4,1997,2020,2,9,9,1,11
A112021000001318998,1,2,4,2020,2020,2,9,9,2,11
A112021000001042673,1,2,1,2019,2020,2,9,9,1,11
A112021000000024663,1,2,3,2015,2020,2,9,9,2,11
A112021000001780233,1,2,1,2019,2020,2,9,9,2,11
A112021000000084202,2,2,3,2019,2020,2,9,9,1,11
A112021000001121110,1,1,1,2019,2020,3,9,9,1,11
A112021000000141643,1,1,4,2015,2020,2,9,9,2,11
A112021000000668333,1,1,1,2019,2020,3,9,9,1,11
A112021000001260212,1,2,1,2017,2020,2,9,9,1,11
A112021000001577356,1,1,2,2016,2020,2,9,9,2,11
A112021000000531435,1,2,3,2020,2020,2,9,9,2,11
A112021000001765728,1,2,3,2019,2020,2,9,9,2,11
A112021000001055207,1,1,1,2019,2020,2,9,9,1,11
A112021000001643557,1,2,3,2017,2020,2,9,9,2,11
A112021000001119515,1,1,3,2019,2020,1,9,9,1,11
A112021000000064314,1,2,3,2020,2020,2,9,9,2,11
A112021000000715405,1,1,2,2015,2020,2,9,9,1,11
A112021000000667621,1,2,1,2019,2020,2,9,9,2,11
A112021000001345231,1,2,1,2020,2020,2,9,9,2,11
A112021000000151831,1,2,2,2019,2020,2,9,9,2,11
A112021000000702496,1,1,1,2017,2020,2,9,9,1,11
A112021000000948676,1,1,3,2019,2020,2,9,9,1,11
A112021000000436671,1,1,1,2019,2020,2,9,9,1,11
A112021000001131786,1,1,1,2019,2020,2,9,9,1,11
A112021000000275179,1,1,2,2014,2020,2,9,9,1,11
A112021000001136366,1,1,1,2019,2020,2,9,9,1,11
A112021000000799212,1,1,3,2019,2020,2,9,9,1,11
A112021000001408539,1,2,1,2019,2020,2,9,9,2,11
A112021000000057507,1,2,3,2016,2020,2,9,9,1,11
A112021000000380913,1,1,3,2013,2020,2,9,9,2,11
A112021000000721439,1,1,4,2020,2020,2,9,9,2,11
A112021000000652069,1,1,1,2017,,2,9,,,11
A112021000001626877,1,1,1,2001,,2,9,,,11
A112021000001606590,2,1,4,2010,,2,9,,,11
A112021000000982561,1,1,1,2017,,2,9,,,11
A112021000000215954,1,1,1,2008,,2,9,,,11
A112021000000991507,1,1,1,2012,,2,9,,,11
A112021000001742816,1,1,1,2019,,2,9,,,11
A112021000000823283,1,2,1,2012,,2,9,,,11
A112021000001280952,1,1,1,2015,,2,9,,,11
A112021000000947086,1,1,1,2000,,2,9,,,11
A112021000000126578,1,1,1,2013,,2,9,,,11
A112021000001634684,1,1,1,2000,,2,9,,,11
A112021000001465987,1,1,1,2011,,2,9,,,11
A112021000001216124,1,1,1,2020,,2,9,,,11
A112021000000320836,1,1,1,2009,,2,9,,,11
A112021000001128416,1,1,1,2017,,2,9,,,11
A112021000001453274,1,1,1,2016,,2,9,,,11
A112021000000235352,1,1,1,2020,,2,9,,,11
A112021000001274247,1,1,1,2019,,2,9,,,11
A112021000000898015,1,1,1,2017,,2,9,,,11
A112021000000618760,1,1,2,2019,,2,9,,,11
A112021000000937492,1,1,4,2020,,2,9,,,11
A112021000001057308,1,1,1,1999,,1,9,,,11
A112021000001004006,1,1,1,2019,,2,9,,,11
A112021000001812955,1,1,1,2011,,2,9,,,11
A112021000000262838,1,1,1,2005,,2,9,,,11
A112021000000426252,1,1,1,2008,,2,9,,,11
A112021000000834336,1,1,2,2019,,2,9,,,11
A112021000000986637,1,1,1,2008,,2,9,,,11
A112021000001128454,1,1,1,2013,,2,9,,,11
A112021000001578407,1,1,1,2011,,2,9,,,11
A112021000000324478,1,1,4,2000,,2,9,,,11
A112021000001540587,1,1,5,2000,,2,9,,,11
A112021000000637335,1,1,5,2014,,2,9,,,11
A112021000000893417,1,1,1,2018,,2,9,,,11
A112021000000260123,1,1,1,2008,,3,9,,,11
A112021000001308159,1,1,4,2005,,2,9,,,11
A112021000000097082,1,1,5,2020,,2,9,,,11
A112021000001803077,1,1,1,2003,,2,9,,,11
A112021000001257663,1,1,2,2018,,2,9,,,11
A112021000000466564,1,1,1,2013,,2,9,,,11
A112021000001125473,1,1,1,2020,,2,9,,,11
A112021000001431513,1,1,1,2014,,2,9,,,11
A112021000000506659,1,1,1,2018,,2,9,,,11
A112021000000488740,1,1,5,2000,,2,9,,,11
A112021000000523361,1,1,1,2018,,2,9,,,11
A112021000001439829,1,1,1,2014,,2,9,,,11
A112021000000092038,1,1,1,2018,,2,9,,,11
A112021000001066982,1,1,1,2000,,2,9,,,11
A112021000000872113,1,1,1,2013,,3,9,,,11
A112021000000241204,1,1,5,2000,,2,9,,,11
A112021000000597415,1,1,1,2009,,2,9,,,11
A112021000001601235,1,1,1,2001,,2,9,,,11
A112021000000881935,1,1,1,2019,,2,9,,,11
A112021000000517557,1,1,1,2010,,2,9,,,11
A112021000000068577,1,1,1,2000,,2,9,,,11
A112021000001051768,1,1,1,2019,,3,9,,,11
A112021000000320102,1,1,3,2010,,3,9,,,11
A112021000000803531,1,1,1,2003,,2,9,,,11
A112021000001253531,1,1,1,2007,,2,9,,,11
A112021000001796981,1,1,1,2000,,2,9,,,11
A112021000000276189,1,1,2,2004,,2,9,,,11
A112021000001677941,1,1,3,2019,,2,9,,,11
A112021000000715420,1,1,1,2013,,2,9,,,11
A112021000000482220,1,1,1,2013,,2,9,,,11
A112021000000355517,1,1,5,2000,,2,9,,,11
A112021000000118573,1,1,1,2017,,2,9,,,11
A112021000000448775,1,1,1,2006,,1,9,,,11
A112021000000566078,1,1,1,2001,,2,9,,,11
A112021000001509531,1,1,1,2019,,2,9,,,11
A112021000001548908,1,1,1,2011,,2,9,,,11
A112021000001396056,2,1,4,2010,,2,9,,,11
A112021000001809391,1,1,1,2018,,2,9,,,11
A112021000000341162,1,1,5,2001,,2,9,,,11
A112021000000182084,1,2,1,1999,,2,9,,,11
A112021000000586498,1,1,5,2000,,2,9,,,11
A112021000000829647,1,1,1,2004,,2,9,,,11
A112021000001682238,1,1,1,2001,,2,9,,,11
A112021000000178074,1,1,1,2008,,2,9,,,11
A112021000000494893,1,1,1,2013,,2,9,,,11
A112021000000199359,1,1,1,2001,,1,9,,,11
A112021000001170243,1,1,1,2014,,2,9,,,11
A112021000001020174,1,1,5,2000,,2,9,,,11
A112021000000004960,1,1,2,2000,,2,9,,,11
A112021000001792629,1,1,1,1998,,2,9,,,11
A112021000000808727,1,1,1,2011,,2,9,,,11
A112021000000801017,1,1,2,2005,,2,9,,,11
A112021000001383331,1,1,1,1993,,2,9,,,11
A112021000000591244,1,1,1,1998,,2,9,,,11
A112021000000344963,1,1,1,2000,,2,9,,,11
A112021000000648791,1,1,5,2000,,2,9,,,11
A112021000001193875,1,1,1,2019,,2,9,,,11
A112021000001150950,1,1,1,2014,,2,9,,,11
A112021000000544465,1,1,1,2002,,2,9,,,11
A112021000001170774,1,2,1,2020,,2,9,,,11
A112021000001358506,1,1,1,2004,,3,9,,,11
A112021000001626887,1,1,1,2000,,2,9,,,11
A112021000000193360,1,1,1,2019,,2,9,,,11
A112021000001515264,1,1,1,2000,,2,9,,,11
A112021000001486713,1,1,1,2002,,2,9,,,11
A112021000000891398,1,1,1,2001,,2,9,,,11
A112021000000076000,1,1,2,2020,,2,9,,,11
A112021000000980570,1,1,1,2016,,2,9,,,11
A112021000001235432,1,1,1,2017,,2,9,,,11
A112021000000081555,1,1,1,2019,,2,9,,,11
A112021000001028289,1,1,2,2017,,2,9,,,11
A112021000000585099,1,1,1,2017,,2,9,,,11
A112021000001099803,1,1,1,2008,,2,9,,,11
A112021000001592661,1,1,1,2012,,2,9,,,11
A112021000001609189,1,1,1,2012,,2,9,,,11
A112021000000177286,1,1,4,2008,,1,9,,,11
A112021000000171289,1,1,1,2002,,2,9,,,11
A112021000000380683,1,1,1,2016,,2,9,,,11
A112021000001255556,1,1,3,2007,,2,9,,,11
A112021000001121796,1,1,1,2015,,2,9,,,11
A112021000001080055,1,1,5,2000,,2,9,,,11
A112021000001503250,1,1,1,2007,,2,9,,,11
A112021000000841814,1,1,5,2000,,2,9,,,11
A112021000001074037,1,1,3,2005,,2,9,,,11
A112021000000987718,1,1,1,1997,,2,9,,,11
A112021000000082731,1,1,1,2013,,2,9,,,11
A112021000000984549,1,1,1,2011,,2,9,,,11
A112021000000343941,1,1,1,2017,,2,9,,,11
A112021000000588571,2,1,1,2006,,2,9,,,11
A112021000000433040,1,1,1,2016,,2,9,,,11
A112021000000709608,1,1,2,2011,,2,9,,,11
A112021000001570047,1,1,1,2006,,2,9,,,11
A112021000001629982,1,1,1,2015,,2,9,,,11
A112021000000800539,1,1,1,2016,,2,9,,,11
A112021000000585738,1,1,2,2017,,2,9,,,11
A112021000000814855,1,1,1,2000,,2,9,,,11
A112021000000910715,1,1,1,2016,,2,9,,,11
A112021000000271111,1,1,1,2000,,2,9,,,11
A112021000000220105,1,1,2,2015,,2,9,,,11
A112021000000413824,1,1,2,2020,,2,9,,,11
A112021000000531088,1,1,1,2014,,2,9,,,11
A112021000000240569,1,1,1,2018,,2,9,,,11
A112021000001816739,1,1,1,2005,,2,9,,,11
A112021000000813758,1,1,2,2020,,2,9,,,11
A112021000001685702,1,1,1,2018,,2,9,,,11
A112021000000708474,1,1,5,2000,,2,9,,,11
A112021000000270792,1,1,2,2020,,2,9,,,11
A112021000000499080,1,1,2,2020,,2,9,,,11
A112021000001520387,1,1,1,2017,,2,9,,,11
A112021000000134003,1,1,1,1999,,2,9,,,11
A112021000000541283,1,1,4,2012,,2,9,,,11
A112021000000989553,1,1,1,2018,,2,9,,,11
A112021000001156483,1,1,1,2006,,2,9,,,11
A112021000000314575,1,1,4,2018,,2,9,,,11
A112021000001550175,1,1,1,2001,,2,9,,,11
A112021000000278280,1,1,1,2010,,2,9,,,11
A112021000001368499,1,1,1,2001,,2,9,,,11
A112021000000701703,1,1,1,1999,,2,9,,,11
A112021000000063785,1,1,1,2019,,2,9,,,11
A112021000000120110,1,1,1,2015,,2,9,,,11
A112021000001070915,1,1,2,2010,,2,9,,,11
A112021000001498362,1,1,1,2003,,2,9,,,11
A112021000000732902,1,1,1,2013,,2,9,,,11
A112021000000572690,1,1,1,2011,,2,9,,,11
A112021000000025967,1,1,1,2018,,2,9,,,11
A112021000000494899,1,1,1,2016,,2,9,,,11
A112021000001667966,1,1,1,2007,,1,9,,,11
A112021000000086906,1,2,1,2000,,2,9,,,11
A112021000001447904,1,1,1,2010,,2,9,,,11
A112021000000475356,1,1,5,2000,,2,9,,,11
A112021000000529071,1,1,1,2017,,2,9,,,11
A112021000000841850,1,1,1,2009,,2,9,,,11
A112021000001456135,1,1,2,2019,,2,9,,,11
A112021000000819033,1,1,3,2005,,2,9,,,11
A112021000000285421,1,1,1,2008,,2,9,,,11
A112021000001761953,1,1,1,2012,,2,9,,,11
A112021000001347115,1,2,2,2017,,2,9,,,11
A112021000001268874,1,1,1,2018,,2,9,,,11
A112021000000033461,1,1,1,2019,,2,9,,,11
A112021000001760823,1,1,1,1996,,2,9,,,11
A112021000000231891,1,1,1,2018,,3,9,,,11
A112021000001472901,1,2,3,2018,,2,9,,,11
A112021000001098557,1,1,2,2006,,2,9,,,11
A112021000000874718,1,1,1,2016,,2,9,,,11
A112021000000882292,1,1,1,2001,,2,9,,,11
A112021000000211294,1,1,1,2012,,2,9,,,11
A112021000001427201,1,1,1,2019,,2,9,,,11
A112021000001594733,1,1,1,2004,,2,9,,,11
A112021000001687723,1,1,1,1990,,2,9,,,11
A112021000000426662,1,1,1,2009,,2,9,,,11
A112021000001419808,1,1,1,2005,,2,9,,,11
A112021000000239052,1,1,1,2003,,2,9,,,11
A112021000000059713,1,1,1,2001,,2,9,,,11
A112021000000306234,1,1,5,2000,,2,9,,,11
A112021000001321604,1,1,5,2000,,2,9,,,11
A112021000000649501,1,1,5,2000,,2,9,,,11
A112021000001169109,1,1,1,1994,,2,9,,,11
A112021000000720103,1,1,1,2020,,2,9,,,11
A112021000001683729,1,1,4,1999,,2,9,,,11
A112021000000074469,1,1,1,2017,,2,9,,,11
A112021000001086997,1,1,1,2013,,2,9,,,11
A112021000001615168,1,1,4,1999,,2,9,,,11
A112021000000756340,1,1,2,2019,,2,9,,,11
A112021000001521328,1,1,1,2014,,2,9,,,11
A112021000001157801,1,2,3,1998,,2,9,,,11
A112021000000076339,1,1,2,2019,,2,9,,,11
A112021000000013196,1,1,1,2002,,2,9,,,11
A112021000000587327,1,2,1,2017,,2,9,,,11
A112021000001187542,1,1,1,2000,,2,9,,,11
A112021000000615171,1,1,1,2020,,2,9,,,11
A112021000001261536,1,1,1,2019,,2,9,,,11
A112021000000970675,1,1,1,2008,,2,9,,,11
A112021000001188182,1,1,1,2000,,2,9,,,11
A112021000000884893,1,1,4,2013,,2,9,,,11
A112021000000443405,1,2,1,2005,,2,9,,,11
A112021000001564157,1,1,4,2000,,2,9,,,11
A112021000001141655,1,1,4,2020,,2,9,,,11
A112021000000718390,1,1,1,2012,,2,9,,,11
A112021000001204984,1,1,3,2019,,2,9,,,11
A112021000001651981,1,1,1,2003,,2,9,,,11
A112021000001552440,1,1,5,2000,,2,9,,,11
A112021000001684946,2,1,3,2006,,2,9,,,11
A112021000001252430,1,1,1,2020,,2,9,,,11
A112021000000056518,1,1,1,2013,,2,9,,,11
A112021000000230334,1,1,1,2019,,2,9,,,11
A112021000000620585,1,1,2,2000,,2,9,,,11
A112021000000220667,1,1,1,2013,,1,9,,,11
A112021000000420979,1,1,5,1999,,2,9,,,11
A112021000001247347,1,1,1,2016,,2,9,,,11
A112021000000021318,1,1,5,1999,,2,9,,,11
A112021000000091250,2,1,1,2011,,2,9,,,11
A112021000001767661,1,1,1,2016,,3,9,,,11
A112021000000093877,1,1,1,2000,,2,9,,,11
A112021000001499560,1,1,2,2020,,2,9,,,11
A112021000000137136,1,1,1,2016,,2,9,,,11
A112021000001109204,1,1,1,2009,,2,9,,,11
A112021000001096699,1,2,4,2004,,2,9,,,11
A112021000000816484,1,1,1,2005,,2,9,,,11
A112021000000719676,1,1,1,2017,,2,9,,,11
A112021000000181364,1,1,1,2014,,2,9,,,11
A112021000001293858,1,1,1,2012,,2,9,,,11
A112021000000087340,1,1,5,2001,,2,9,,,11
A112021000000694303,1,1,1,2019,,3,9,,,11
A112021000001644788,1,1,1,2001,,2,9,,,11
A112021000001449635,1,1,4,2007,,2,9,,,11
A112021000000272277,1,1,1,2000,,2,9,,,11
A112021000000186565,1,2,2,2019,,2,9,,,11
A112021000001073618,1,1,1,2001,,2,9,,,11
A112021000001409171,1,1,1,2011,,2,9,,,11
A112021000001147981,1,1,4,2019,,2,9,,,11
A112021000000070830,1,1,3,1999,,2,9,,,11
A112021000001589410,1,1,1,1994,,2,9,,,11
A112021000000253060,1,1,5,2009,,2,9,,,11
A112021000000402492,1,1,1,2015,,2,9,,,11
A112021000000763724,1,1,1,2015,,2,9,,,11
A112021000000844700,1,1,1,2001,,2,9,,,11
A112021000001203274,1,1,1,2004,,2,9,,,11
A112021000000606041,1,1,1,2019,,2,9,,,11
A112021000001267373,1,1,1,2000,,2,9,,,11
A112021000000302029,1,1,1,2013,,2,9,,,11
A112021000000531672,1,1,5,2001,,2,9,,,11
A112021000001712401,1,1,1,1995,,2,9,,,11
A112021000000958052,1,1,1,2003,,2,9,,,11
A112021000000051992,1,1,1,2016,,2,9,,,11
A112021000000498244,1,1,1,2011,,2,9,,,11
A112021000000705530,1,1,3,2019,,2,9,,,11
A112021000000175562,1,1,1,2000,,2,9,,,11
A112021000001524257,1,1,1,2012,,2,9,,,11
A112021000001418607,1,1,1,2009,,2,9,,,11
A112021000001645317,1,1,5,2017,,2,9,,,11
A112021000001434146,1,1,1,1997,,2,9,,,11
A112021000000575125,1,1,1,2017,,2,9,,,11
A112021000001279855,1,1,1,2015,,2,9,,,11
A112021000001791098,1,1,1,2014,,2,9,,,11
A112021000000305504,1,1,1,2019,,2,9,,,11
A112021000000030938,1,1,2,2019,,1,9,,,11
A112021000000254184,1,1,4,2012,,2,9,,,11
A112021000001223840,1,1,1,2017,,2,9,,,11
A112021000000392581,1,2,4,2018,,2,9,,,11
A112021000000607887,1,2,1,2004,,2,9,,,11
A112021000000958421,1,1,1,2017,,2,9,,,11
A112021000001246854,1,1,1,2009,,2,9,,,11
A112021000000826585,1,2,1,2019,,2,9,,,11
A112021000000436451,1,1,3,2000,,2,9,,,11
A112021000000229829,1,1,1,2016,,2,9,,,11
A112021000001072850,1,1,3,2005,,2,9,,,11
A112021000000528874,1,1,1,2018,,2,9,,,11
A112021000000249247,1,2,3,1998,,2,9,,,11
A112021000001620395,1,1,4,2017,,2,9,,,11
A112021000000332969,1,1,2,1998,,2,9,,,11
A112021000000939384,1,2,1,2017,,2,9,,,11
A112021000001113852,1,1,1,2019,,2,9,,,11
A112021000000800394,1,1,1,2009,,2,9,,,11
A112021000000518603,1,1,3,2019,,2,9,,,11
A112021000000312206,1,1,3,1999,,3,9,,,11
A112021000000677810,1,1,1,2019,,2,9,,,11
A112021000000235264,1,1,4,2000,,2,9,,,11
A112021000001073881,1,1,5,2001,,2,9,,,11
A112021000000173128,1,1,1,2019,,2,9,,,11
A112021000000972738,1,1,1,1991,,2,9,,,11
A112021000000533204,1,2,1,2020,,2,9,,,11
A112021000000984983,1,1,1,2000,,2,9,,,11
A112021000000469108,2,1,3,2019,,2,9,,,11
A112021000001758779,1,1,5,2000,,2,9,,,11
A112021000000467544,1,1,1,2016,,2,9,,,11
A122022000000033190,1,1,2,2014,2017,1,2,2,1,12
A122022000000658098,1,1,3,2016,2017,2,3,3,2,12
A122022000000429757,1,1,1,2015,2017,4,3,3,1,12
A122022000000166935,1,1,3,2013,2017,3,2,2,2,12
A122022000000684668,1,1,1,2015,2017,2,1,2,2,12
A122022000000674576,1,1,1,2014,2017,1,3,3,2,12
A122022000000927062,2,1,3,2016,2017,2,1,2,1,12
A122022000000986873,1,1,2,2015,2017,2,1,1,2,12
A122022000000189976,1,1,4,2014,2017,1,2,3,2,12
A122022000000035951,1,1,2,2015,2017,2,4,4,2,12
A122022000000074394,1,1,3,2016,2017,1,2,2,1,12
A122022000000660861,1,1,1,2016,2017,1,1,1,1,12
A122022000000007798,1,2,2,2017,2017,2,5,5,1,12
A122022000000285624,1,1,1,2003,2017,2,3,4,1,12
A122022000000011469,1,1,3,2014,2017,2,2,2,2,12
A122022000000044705,1,1,2,2016,2017,1,3,3,1,12
A122022000000154565,2,1,1,2014,2017,1,1,2,1,12
A122022000000433520,1,1,2,2016,2017,2,1,1,2,12
A122022000000805710,1,1,1,2014,2017,3,1,1,1,12
A122022000000648065,1,1,2,2013,2017,1,1,2,2,12
A122022000000099672,1,9,1,2016,2017,2,2,2,2,12
A122022000000125806,1,1,4,2014,2017,2,2,2,2,12
A122022000000168831,1,1,3,2014,2017,2,3,3,2,12
A122022000000112128,1,1,4,2016,2017,3,3,3,1,12
A122022000000235204,1,1,2,2014,2017,1,4,4,1,12
A122022000000024801,1,2,2,2017,2017,3,3,3,2,12
A122022000000205833,2,1,1,2015,2017,2,2,3,2,12
A122022000000271457,2,1,2,2016,2017,2,1,1,1,12
A122022000000062109,1,1,4,2016,2017,3,4,4,2,12
A122022000000127390,1,1,2,2016,2017,2,2,2,1,12
A122022000000215217,1,1,1,2016,2017,1,1,1,2,12
A122022000000280729,1,2,3,2017,2017,1,3,3,1,12
A122022000000292178,1,1,2,2016,2017,1,1,1,2,12
A122022000000128413,2,2,2,2017,2017,1,2,2,1,12
A122022000000066995,1,9,3,2017,2017,3,4,4,1,12
A122022000000099435,1,1,3,2014,2017,1,3,3,2,12
A122022000000390522,1,1,1,2013,2017,1,1,1,1,12
A122022000000845966,1,1,2,2016,2017,1,1,2,2,12
A122022000000177991,2,2,2,2016,2017,1,4,4,1,12
A122022000000232459,1,1,1,2016,2017,1,2,2,1,12
A122022000000924530,1,1,2,2014,2017,1,1,1,2,12
A122022000000456200,1,1,2,2017,2017,1,2,2,2,12
A122022000000097315,1,1,4,2010,2017,2,1,2,1,12
A122022000000195486,1,1,1,2009,2017,1,1,2,1,12
A122022000000266413,2,1,4,2016,2017,1,3,3,2,12
A122022000000175545,2,1,1,2016,2017,1,3,3,1,12
A122022000000068728,1,1,2,2014,2017,1,1,1,1,12
A122022000000751716,1,1,3,2012,2017,1,2,2,3,12
A122022000000018261,1,1,1,2014,2017,1,2,2,1,12
A122022000000645835,1,1,1,2004,2017,1,1,3,2,12
A122022000000081151,1,1,2,2016,2017,3,3,3,1,12
A122022000000255656,1,1,1,2016,2017,2,2,2,2,12
A122022000000135294,1,1,1,2017,2017,2,3,3,2,12
A122022000000659485,1,1,2,2012,2017,2,1,1,2,12
A122022000000656126,2,1,2,2017,2017,2,2,2,2,12
A122022000000484222,1,1,2,2016,2017,1,4,4,2,12
A122022000000067427,1,1,2,2017,2017,1,2,2,2,12
A122022000000299897,1,1,2,2010,2017,1,1,2,1,12
A122022000000936478,1,1,1,2013,2017,1,3,3,2,12
A122022000000962994,1,1,4,2016,2017,1,2,2,2,12
A122022000000111395,1,1,3,2016,2017,2,3,3,1,12
A122022000000450053,1,1,3,2014,2017,2,1,2,2,12
A122022000000563546,1,1,4,2016,2017,1,4,4,1,12
A122022000000099042,1,1,3,2015,2017,3,2,2,1,12
A122022000000327800,1,2,1,2017,2017,3,3,4,1,12
A122022000000080972,1,1,1,2015,2017,1,5,5,2,12
A122022000000154796,1,1,2,2017,2017,1,2,2,2,12
A122022000000018634,1,1,2,2016,2017,1,2,2,2,12
A122022000000568536,1,2,3,2016,2017,2,4,4,2,12
A122022000000322850,1,1,1,2013,2017,3,2,2,1,12
A122022000000287658,2,1,2,2015,2017,1,4,4,2,12
A122022000000302654,1,1,1,2015,2017,3,4,4,1,12
A122022000000090521,1,1,4,2014,2017,1,4,4,1,12
A122022000000060180,1,2,4,2016,2017,1,4,4,1,12
A122022000000405033,1,1,2,2014,2017,2,5,5,2,12
A122022000000103057,1,1,1,2011,2017,1,1,1,9,12
A122022000000246324,1,1,2,2011,2017,1,2,3,2,12
A122022000000286502,1,1,2,2016,2017,2,3,3,1,12
A122022000000437429,2,1,3,2010,2017,2,3,4,1,12
A122022000000400414,1,1,1,2012,2017,2,1,2,2,12
A122022000000827446,1,1,1,2015,2017,1,1,1,2,12
A122022000000479609,1,1,3,2016,2017,2,5,5,2,12
A122022000000517614,1,1,2,2003,2017,1,1,2,2,12
A122022000000257389,2,1,1,2013,2017,1,2,2,1,12
A122022000000102165,2,1,1,2016,2017,1,2,2,2,12
A122022000000008098,1,1,3,2016,2017,1,4,4,2,12
A122022000000229843,1,1,3,2014,2017,2,5,5,2,12
A122022000000522589,2,1,3,2016,2017,1,1,2,1,12
A122022000000014899,1,1,1,2015,2017,2,3,3,1,12
A122022000000376026,1,1,3,2016,2017,2,5,5,1,12
A122022000000136278,2,1,3,2016,2017,1,4,4,2,12
A122022000000183366,1,1,2,2014,2017,1,1,1,2,12
A122022000000633768,1,1,1,2013,2017,2,1,1,2,12
A122022000000072787,1,1,2,2016,2017,2,1,1,2,12
A122022000000489464,1,1,2,2015,2017,2,4,4,2,12
A122022000000559210,1,1,2,2013,2017,1,1,2,1,12
A122022000000265971,1,1,1,2003,2017,2,5,5,3,12
A122022000000475200,1,1,2,2013,2017,2,2,2,2,12
A122022000000665831,1,1,3,2016,2017,2,2,2,2,12
A122022000000399391,1,1,1,2017,2017,2,2,2,2,12
A122022000000180087,1,1,4,2007,2017,2,4,5,1,12
A122022000000923935,1,1,4,2015,2017,2,3,4,2,12
A122022000000822447,2,1,4,2016,2017,1,4,4,2,12
A122022000000001360,1,1,1,2017,2017,2,4,4,1,12
A122022000000645828,1,1,4,2015,2017,2,2,2,2,12
A122022000000041805,1,2,1,2015,2017,1,5,5,1,12
A122022000000902316,1,1,3,2013,2017,3,3,4,2,12
A122022000000188069,1,9,9,2017,2017,2,2,3,9,12
A122022000000112385,1,1,2,2014,2017,2,1,1,2,12
A122022000000256574,1,1,2,2014,2017,1,3,3,2,12
A122022000000094661,1,2,2,2017,2017,2,3,3,3,12
A122022000000189732,1,1,1,2017,2017,2,2,2,1,12
A122022000000763670,1,1,2,2013,2017,1,4,5,2,12
A122022000000397070,1,1,1,2016,2017,3,4,4,1,12
A122022000000051942,1,1,1,2015,2017,1,2,2,1,12
A122022000000105811,1,1,3,2014,2017,2,3,3,2,12
A122022000000160029,1,1,2,2016,2017,1,2,2,2,12
A122022000000349157,1,1,4,2017,2017,2,4,4,2,12
A122022000000586218,1,1,1,1998,2017,2,1,3,2,12
A122022000000035527,1,1,2,2016,2017,2,1,1,2,12
A122022000001017890,1,1,3,2016,2017,3,3,3,2,12
A122022000000045942,1,1,1,2016,2017,1,2,2,2,12
A122022000000070338,2,1,2,2016,2017,2,3,3,1,12
A122022000000286346,1,1,2,2014,2017,1,3,3,2,12
A122022000000251544,2,1,3,2016,2017,1,3,3,2,12
A122022000000712390,1,1,4,2017,2017,2,2,2,2,12
A122022000000184260,1,1,1,2015,2017,1,3,3,1,12
A122022000000343617,1,1,4,2015,2017,2,2,2,2,12
A122022000000222285,1,1,4,2015,2017,2,2,2,1,12
A122022000000272259,1,1,2,2016,2017,1,2,2,2,12
A122022000000027313,1,1,2,2015,2017,1,2,3,1,12
A122022000000071559,1,1,3,2015,2017,2,5,5,2,12
A122022000000983084,1,1,3,2013,2017,1,4,4,2,12
A122022000000008529,1,1,2,2016,2017,2,1,1,2,12
A122022000000104880,1,1,2,2015,2017,1,3,3,2,12
A122022000000037214,1,1,4,2016,2017,1,4,4,2,12
A122022000000148178,1,1,1,2015,2017,1,3,3,1,12
A122022000000131740,1,1,4,2015,2017,1,4,4,2,12
A122022000000330373,1,1,3,2011,2017,2,3,3,2,12
A122022000000082118,1,9,1,2016,2017,3,1,1,2,12
A122022000000100762,1,1,2,2015,2017,1,1,1,2,12
A122022000000632622,1,1,3,2014,2017,2,2,2,1,12
A122022000000056195,1,1,4,2017,2017,2,2,2,2,12
A122022000000428928,1,1,4,2017,2017,1,3,3,2,12
A122022000000108450,1,2,2,2017,2017,1,1,1,1,12
A122022000000958526,1,1,1,2017,2017,1,2,2,1,12
A122022000000703123,2,1,2,2015,2017,1,1,1,1,12
A122022000000101121,1,1,4,2017,2017,2,1,1,2,12
A122022000000040740,1,1,3,2015,2017,1,4,4,2,12
A122022000000627786,1,1,4,2016,2017,1,1,1,2,12
A122022000000153828,1,1,2,2017,2017,1,3,3,2,12
